url,suggested_target_url,score,coverage,sequence_ratio,reason,live_status_code,live_location
https://bitcoininfonews.com/ecb-defi-dao-governance-tokens-mica-exemptions/,https://bitcoininfonews.com/ecb-paper-defi-dao-governance-tokens-mica-exemption/,0.814,0.857,0.928,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/ethereum-spot-etf-55-7m-net-outflow/,https://bitcoininfonews.com/ethereum-spot-etf-net-outflow-55-million/,0.808,0.857,0.773,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/european-parliament-approves-eu-us-trade-agreement-crypto-market-impact/,https://bitcoininfonews.com/european-parliament-approves-eu-us-trade-agreement/,0.725,0.700,0.826,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/fed-governor-milan-rate-cuts-2026/,https://bitcoininfonews.com/federal-reserve-governor-milan-four-rate-cuts-2026/,0.742,0.833,0.795,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/fed-rate-cut-odds-vanishing-bitcoin/,https://bitcoininfonews.com/fed-rate-cut-odds-bitcoin-crypto-markets/,0.738,0.833,0.667,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/fed-rate-hike-odds-bank-of-america-conditions/,https://bitcoininfonews.com/fed-rate-hike-probability-2026-bank-of-america-three-conditions/,0.764,0.857,0.778,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/fed-waller-rate-hikes-not-necessary-bitcoin/,https://bitcoininfonews.com/fed-governor-waller-interest-rate-hike-not-necessary-bitcoin/,0.772,0.857,0.816,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/fluid-suspends-usr-marketplace-compensation/,https://bitcoininfonews.com/fluid-usr-marketplace-suspended-compensation/,0.756,0.800,0.782,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/gate-integrates-polymarket-1000-gt-incentive-program/,https://bitcoininfonews.com/gate-polymarket-integration-1000-gt-incentive-program/,0.810,0.857,0.781,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/kb-card-avalanche-hybrid-stablecoin-credit-card-payments/,https://bitcoininfonews.com/kb-card-south-korea-avalanche-hybrid-stablecoin-credit-card-payment-system/,0.765,0.857,0.862,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/kevin-warsh-fed-chair-nomination-crypto/,https://bitcoininfonews.com/kevin-warsh-fed-chair-nomination-stalled/,0.803,0.833,0.861,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/kraken-gets-direct-fed-access-in-first-for-crypto-banking/,https://bitcoininfonews.com/kraken-direct-fed-access-crypto-banking/,0.762,0.750,0.812,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/lido-responds-to-resolv-labs-vulnerability-attack-user-funds-are-safe/,https://bitcoininfonews.com/lido-responds-resolv-labs-vulnerability-user-funds-safe/,0.817,0.800,0.887,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/mirae-asset-securities-eyes-hong-kong-retail-crypto-market/,https://bitcoininfonews.com/mirae-asset-securities-hong-kong-retail-cryptocurrency-market/,0.777,0.778,0.891,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/morgan-stanley-bitcoin-spot-etf-gets-official-listing-announcement/,https://bitcoininfonews.com/morgan-stanley-bitcoin-spot-etf-listing-announcement/,0.798,0.778,0.881,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/morgan-stanley-says-crypto-etf-adoption-is-still-early-as-advisor-access-expands-slowly/,https://bitcoininfonews.com/morgan-stanley-crypto-etf-adoption-still-early-advisor-access-slow/,0.755,0.750,0.863,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/nyse-removes-position-limits-crypto-etf-options-landmark-rule-change/,https://bitcoininfonews.com/nyse-removes-position-limits-crypto-etf-options/,0.723,0.700,0.817,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/polkadot-hack-1b-dot-minted-on-ethereum-profit-cap-explained/,https://bitcoininfonews.com/polkadot-hack-1b-dot-minted-on-ethereum-liquidity-cap-profits/,0.732,0.778,0.760,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/rave-liquidation-volume-hits-30-6m-trails-btc-eth/,https://bitcoininfonews.com/rave-liquidation-volume-30-6m-btc-eth/,0.794,0.778,0.860,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/ripple-launches-first-treasury-management-system-what-it-means-for-xrp-utility/,https://bitcoininfonews.com/ripple-launches-first-treasury-management-system-xrp-enterprise-utility/,0.779,0.800,0.805,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/ripple-news-rlusd-push-behind-federal-banking-charter-bid/,https://bitcoininfonews.com/ripple-news-rlusd-push-federal-banking-charter/,0.801,0.778,0.893,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/ripple-partners-with-ex-western-union-unit-to-streamline-cross-border-payments-is-xrp-set-for-a-breakout/,https://bitcoininfonews.com/ripple-partnership-ex-western-union-unit-cross-border-payments-xrp-breakout/,0.762,0.769,0.816,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/ripple-rlusd-automated-settlement-singapore/,https://bitcoininfonews.com/ripple-rlusd-automated-settlement-cross-border-trade-singapore-sandbox/,0.819,1.000,0.761,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/sec-and-cftc-new-rules-unlock-three-compliant-crypto-fundraising-models-without-token-sales/,https://bitcoininfonews.com/sec-cftc-rules-compliant-crypto-fundraising-models-no-token-sales/,0.747,0.750,0.821,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/sec-cftc-crypto-fundraising-models/,https://bitcoininfonews.com/sec-cftc-rules-compliant-crypto-fundraising-models-no-token-sales/,0.787,1.000,0.687,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/sec-cftc-new-rules-three-compliant-crypto-fundraising-models/,https://bitcoininfonews.com/sec-cftc-rules-compliant-crypto-fundraising-models-no-token-sales/,0.788,0.875,0.800,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/sec-nears-reg-crypto-guidance-for-fundraising-atkins-says/,https://bitcoininfonews.com/sec-reg-crypto-fundraising-guidance-atkins/,0.733,0.750,0.667,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/senator-warren-accuses-trump-blocking-federal-reserve-interest-rate-cuts/,https://bitcoininfonews.com/senator-warren-trump-obstructing-federal-reserve-interest-rate-cuts/,0.794,0.800,0.878,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/shiba-inu-death-cross-forms-as-441m-crypto-liquidations-hit-market/,https://bitcoininfonews.com/shiba-inu-death-cross-441m-crypto-liquidations/,0.724,0.700,0.821,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/small-altcoin-doubles-market-cap-after-binance-futures-hashkey-listings/,https://bitcoininfonews.com/altcoin-doubles-market-cap-binance-futures-hashkey-listing/,0.721,0.700,0.899,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/small-altcoin-doubles-market-cap-binance-futures-hashkey-listings/,https://bitcoininfonews.com/altcoin-doubles-market-cap-binance-futures-hashkey-listing/,0.788,0.778,0.943,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/solana-crypto-faces-mixed-signals-near-key-levels-as-traders-stay-divided/,https://bitcoininfonews.com/solana-crypto-mixed-signals-key-levels-traders-divided/,0.752,0.727,0.850,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/solana-crypto-faces-mixed-signals-near-key-levels-traders-stay-divided/,https://bitcoininfonews.com/solana-crypto-mixed-signals-key-levels-traders-divided/,0.756,0.727,0.871,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/solana-launches-sdp-api-based-development-platform-for-institutions/,https://bitcoininfonews.com/solana-sdp-api-development-platform-institutions/,0.767,0.750,0.835,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/solana-price-nears-72-drop-from-ath-as-validator-count-shrinks/,https://bitcoininfonews.com/solana-price-72-percent-below-ath-validator-count-shrinks/,0.734,0.778,0.773,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/solana-price-nears-72-drop-from-ath-validator-count-shrinks/,https://bitcoininfonews.com/solana-price-72-percent-below-ath-validator-count-shrinks/,0.738,0.778,0.793,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/sp500-perpetual-contract-launches-on-hyperliquid-in-first-official-license/,https://bitcoininfonews.com/sp500-perpetual-contract-hyperliquid-official-license/,0.767,0.750,0.835,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/spartans-com-august-1-global-launch-flutter-bet365/,https://bitcoininfonews.com/spartans-com-counts-down-to-august-1-global-launch-as-flutter-posts-a-310m-net-loss-and-amp-bet365-sees-profit-fall-44/,0.745,1.000,0.595,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/spot-bitcoin-etfs-record-471-million-inflows-as-btc-holds-amid-volatility/,https://bitcoininfonews.com/spot-bitcoin-etfs-471-million-inflows-btc-volatility/,0.748,0.727,0.832,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/strategy-bitcoin-stockpile-nears-blackrock-etf-after-1b-buy/,https://bitcoininfonews.com/strategy-bitcoin-stockpile-nears-blackrock-etf-holdings-after-1-billion-btc-buy/,0.800,0.889,0.855,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/strategy-ends-13-week-btc-buying-streak-as-mstr-stock-jumps-6/,https://bitcoininfonews.com/strategy-breaks-13-week-btc-buying-streak-why-mstr-stock-bounced-6/,0.769,0.818,0.835,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/strive-surpasses-cleanspark-bitcoin-treasury-rankings-317-btc/,https://bitcoininfonews.com/strive-surpasses-cleanspark-bitcoin-treasury-rankings/,0.786,0.750,0.930,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/strive-tuttle-file-leveraged-bitcoin-etf-what-it-means/,https://bitcoininfonews.com/strive-tuttle-file-leveraged-bitcoin-etf/,0.770,0.750,0.851,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/the-5x-liquidity-gap-why-stablecoin-reserve-distribution-matters-for-crypto-traders/,https://bitcoininfonews.com/5x-liquidity-gap-stablecoin-reserve-distribution-crypto-traders/,0.813,0.800,0.863,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/the-wash-trading-bust-why-feds-are-calling-out-cryptos-fake-liquidity/,https://bitcoininfonews.com/wash-trading-bust-feds-calling-out-crypto-fake-liquidity/,0.720,0.700,0.896,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/thena-downtrend-exploit-denial-apr-boost/,https://bitcoininfonews.com/thena-downtrend-exploit-denial-apr-increase/,0.804,0.833,0.867,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/tom-lee-predicted-crypto-winter-end-april/,https://bitcoininfonews.com/tom-lee-crypto-winter-end-april-prediction/,0.803,0.857,0.747,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/traders-280-btc-long-40x-leverage-partially-liquidated/,https://bitcoininfonews.com/trader-280-btc-40x-leverage-partially-liquidated/,0.763,0.750,0.941,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/tron-founder-justin-sun-transfers-five-altcoins-to-htx-exchange-details/,https://bitcoininfonews.com/justin-sun-transfers-five-altcoins-to-htx-exchange/,0.725,0.700,0.826,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/trump-exempts-jones-act-oil-prices/,https://bitcoininfonews.com/trump-jones-act-exemption-oil-prices/,0.780,0.833,0.743,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/trump-white-house-shrugs-off-stablecoin-yield-in-clarity-act-standoff/,https://bitcoininfonews.com/trump-white-house-dismisses-stablecoin-yield-headache-clarity-act-standoff/,0.765,0.800,0.825,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/update-polymarket-acquires-brahma-to-boost-defi-infrastructure-and-trading-performance/,https://bitcoininfonews.com/polymarket-acquires-brahma-defi-infrastructure-trading-performance/,0.796,0.778,0.868,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/us-debt-crisis-and-government-insider-trading-the-case-for-bitcoin-as-the-only-exit/,https://bitcoininfonews.com/us-debt-crisis-government-insider-trading-bitcoin-exit/,0.798,0.800,0.788,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/us-sol-spot-etf-records-4-64m-net-inflow-in-a-single-day/,https://bitcoininfonews.com/us-sol-spot-etf-net-inflow-4-64-million-single-day/,0.768,0.818,0.755,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/vaneck-bitcoin-long-term-holder-selling-slowdown-signals-constructive-trend/,https://bitcoininfonews.com/vaneck-bitcoin-long-term-holder-selling-constructive-trend-gemini-lawsuit/,0.757,0.800,0.784,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/vaneck-bitcoin-long-term-holder-selling-slowdown/,https://bitcoininfonews.com/vaneck-bitcoin-long-term-holder-selling-constructive-trend-gemini-lawsuit/,0.734,0.857,0.711,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/warsh-crypto-holdings-revealed-fed-disclosure/,https://bitcoininfonews.com/warsh-crypto-holdings-fed-disclosure-2/,0.804,0.833,0.867,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/warsh-crypto-holdings-revealed-in-fed-disclosure/,https://bitcoininfonews.com/warsh-crypto-holdings-fed-disclosure-2/,0.798,0.833,0.837,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/when-will-bitcoin-price-bottom-out-benjamin-cowen-predicts-october-2026/,https://bitcoininfonews.com/when-will-bitcoin-price-bottom-out-benjamin-cowen-predicts/,0.820,0.800,0.899,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/white-house-signals-breakthrough-on-clarity-act-as-stablecoin-rules-near/,https://bitcoininfonews.com/white-house-signals-breakthrough-clarity-act-federal-stablecoin-floor/,0.747,0.778,0.837,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/why-are-bitcoin-ethereum-and-xrp-prices-surging-today-market-drivers-explained/,https://bitcoininfonews.com/why-are-bitcoin-ethereum-and-xrp-prices-surging-today/,0.744,0.727,0.809,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/why-bitcoin-outperforming-gold-pompliano/,https://bitcoininfonews.com/bitcoin-outperforming-gold-pompliano-geopolitics/,0.764,0.800,0.818,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/will-bitcoin-skyrocket-when-iran-war-ends-key-signals/,https://bitcoininfonews.com/will-bitcoin-skyrocket-when-iran-war-ends/,0.797,0.778,0.872,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/xrp-beats-bitcoin-and-ethereum-in-south-korea-as-volume-spikes-115/,https://bitcoininfonews.com/xrp-beats-bitcoin-ethereum-south-korea-volume-spike/,0.773,0.778,0.872,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/xrp-derivatives-market-shrinks-78-percent/,https://bitcoininfonews.com/xrp-derivatives-market-shrinks-by-78-from-octobers-peak/,0.754,0.833,0.750,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/xrp-etf-inflows-hit-1-4-billion-despite-crypto-market-downturn/,https://bitcoininfonews.com/xrp-etf-inflows-1-4-billion-market-downturn/,0.746,0.727,0.819,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/xrp-etf-sec-review-8-billion-inflows/,https://bitcoininfonews.com/xrp-etf-decision-sec-8-billion-inflows/,0.810,0.857,0.784,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/xrp-leads-institutional-crypto-inflows-surpassing-btc-and-eth/,https://bitcoininfonews.com/xrp-leads-crypto-institutional-revival-weekly-inflows-top-btc-eth/,0.768,0.875,0.698,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/xrp-ledger-active-addresses-drop-41-santiment-says/,https://bitcoininfonews.com/xrp-ledger-active-addresses-down-41-santiment/,0.756,0.750,0.905,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/xrp-open-interest-traders-sec-etf/,https://bitcoininfonews.com/xrp-open-interest-derivatives-sec-etf-verdict/,0.758,0.833,0.769,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/youtube-bans-bitcoin-com-after-strike-crypto-content-crackdown/,https://bitcoininfonews.com/youtube-bans-bitcoin-com-latest-strike-in-war-on-crypto-content/,0.740,0.778,0.800,"Likely match, but keep manual review because similarity is not strong enough.",404,
https://bitcoininfonews.com/zachxbt-slams-circle-over-stolen-usdc-after-drift-hack/,https://bitcoininfonews.com/zachxbt-slams-circle-stolen-usdc-flow-drift-hack/,0.775,0.778,0.882,"Likely match, but keep manual review because similarity is not strong enough.",404,
